date,target_demand,sku,category,location,channel
2026-03-01,12045,FMCG_YOGURT_059,FMCG,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-01,16669,FMCG_SNACKS_060,FMCG,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-01,1933,FMCG_MILK_061,FMCG,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-01,2028,FMCG_WATER_062,FMCG,WH_WEST_02,E_COMMERCE
2026-03-01,1572,FMCG_SODA_063,FMCG,WH_NORTH_04,RETAIL
2026-03-01,9416,FMCG_SOAP_064,FMCG,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-01,10925,FMCG_MILK_065,FMCG,WH_WEST_02,RETAIL
2026-03-01,5069,FMCG_COFFEE_066,FMCG,WH_NORTH_04,E_COMMERCE
2026-03-01,3227,FMCG_TEA_067,FMCG,WH_SOUTH_03,WHOLESALE
2026-03-01,13665,FMCG_SHAMPOO_068,FMCG,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-01,9984,FMCG_SOAP_069,FMCG,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,5130,FMCG_WATER_070,FMCG,WH_EAST_01,WHOLESALE
2026-03-01,4307,FMCG_SHAMPOO_071,FMCG,WH_SOUTH_03,RETAIL
2026-03-01,1627,FMCG_YOGURT_072,FMCG,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-01,969,APP_SWEATER_001,Apparel,WH_SOUTH_03,E_COMMERCE
2026-03-01,453,APP_JEANS_002,Apparel,WH_SOUTH_03,E_COMMERCE
2026-03-01,1547,APP_JACKET_003,Apparel,WH_NORTH_04,E_COMMERCE
2026-03-01,2746,APP_JACKET_004,Apparel,WH_SOUTH_03,E_COMMERCE
2026-03-01,999,APP_GLOVES_005,Apparel,WH_WEST_02,WHOLESALE
2026-03-01,2149,APP_TEE_006,Apparel,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-01,2231,APP_SNEAKERS_007,Apparel,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-01,1747,APP_SWEATER_008,Apparel,WH_NORTH_04,WHOLESALE
2026-03-01,1934,APP_HOODIE_009,Apparel,WH_WEST_02,WHOLESALE
2026-03-01,3050,APP_JACKET_010,Apparel,WH_EAST_01,E_COMMERCE
2026-03-01,1232,APP_SOCKS_011,Apparel,WH_SOUTH_03,E_COMMERCE
2026-03-01,1331,APP_TEE_012,Apparel,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-01,1872,APP_SOCKS_013,Apparel,WH_SOUTH_03,RETAIL
2026-03-01,2645,APP_JEANS_014,Apparel,WH_WEST_02,RETAIL
2026-03-01,560,APP_SOCKS_015,Apparel,WH_SOUTH_03,RETAIL
2026-03-01,1347,APP_JEANS_016,Apparel,WH_EAST_01,RETAIL
2026-03-01,1299,APP_TEE_017,Apparel,WH_WEST_02,E_COMMERCE
2026-03-01,421,APP_TEE_018,Apparel,WH_NORTH_04,WHOLESALE
2026-03-01,1986,APP_HOODIE_019,Apparel,WH_EAST_01,E_COMMERCE
2026-03-01,2127,APP_SNEAKERS_020,Apparel,WH_NORTH_04,WHOLESALE
2026-03-01,537,APP_JACKET_021,Apparel,WH_SOUTH_03,RETAIL
2026-03-01,387,APP_JACKET_022,Apparel,WH_SOUTH_03,WHOLESALE
2026-03-01,1457,APP_GLOVES_023,Apparel,WH_EAST_01,RETAIL
2026-03-01,1188,APP_SHORTS_024,Apparel,WH_NORTH_04,WHOLESALE
2026-03-01,929,APP_JACKET_025,Apparel,WH_WEST_02,WHOLESALE
2026-03-01,350,APP_JACKET_026,Apparel,WH_SOUTH_03,RETAIL
2026-03-01,325,APP_CAP_027,Apparel,WH_EAST_01,WHOLESALE
2026-03-01,1537,APP_HOODIE_028,Apparel,WH_EAST_01,E_COMMERCE
2026-03-01,990,APP_GLOVES_029,Apparel,WH_NORTH_04,RETAIL
2026-03-01,1076,APP_JACKET_030,Apparel,WH_WEST_02,WHOLESALE
2026-03-01,1662,APP_CAP_031,Apparel,WH_EAST_01,E_COMMERCE
2026-03-01,274,APP_TEE_032,Apparel,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,2293,APP_JEANS_033,Apparel,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-01,591,APP_CAP_034,Apparel,WH_SOUTH_03,E_COMMERCE
2026-03-01,1828,APP_GLOVES_035,Apparel,WH_EAST_01,B2B_DISTRIBUTOR
2026-03-01,1596,APP_SWEATER_036,Apparel,WH_SOUTH_03,RETAIL
2026-03-01,314,APP_CAP_037,Apparel,WH_NORTH_04,E_COMMERCE
2026-03-01,469,APP_TEE_038,Apparel,WH_SOUTH_03,RETAIL
2026-03-01,1988,APP_JEANS_039,Apparel,WH_NORTH_04,RETAIL
2026-03-01,1250,APP_JEANS_040,Apparel,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,2141,APP_SHORTS_041,Apparel,WH_EAST_01,E_COMMERCE
2026-03-01,1222,APP_GLOVES_042,Apparel,WH_EAST_01,WHOLESALE
2026-03-01,657,APP_TEE_043,Apparel,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,2779,APP_SHORTS_044,Apparel,WH_EAST_01,WHOLESALE
2026-03-01,2618,APP_SWEATER_045,Apparel,WH_EAST_01,RETAIL
2026-03-01,538,APP_HOODIE_046,Apparel,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-01,872,APP_JEANS_047,Apparel,WH_EAST_01,RETAIL
2026-03-01,1365,APP_SNEAKERS_048,Apparel,WH_SOUTH_03,E_COMMERCE
2026-03-01,1408,APP_JEANS_049,Apparel,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,1585,APP_HOODIE_050,Apparel,WH_SOUTH_03,E_COMMERCE
2026-03-01,1458,APP_JACKET_051,Apparel,WH_NORTH_04,WHOLESALE
2026-03-01,1202,APP_GLOVES_052,Apparel,WH_WEST_02,E_COMMERCE
2026-03-01,1334,APP_GLOVES_053,Apparel,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,1881,APP_CAP_054,Apparel,WH_NORTH_04,RETAIL
2026-03-01,1512,APP_HOODIE_055,Apparel,WH_EAST_01,E_COMMERCE
2026-03-01,675,APP_JACKET_056,Apparel,WH_WEST_02,E_COMMERCE
2026-03-01,1587,APP_JACKET_057,Apparel,WH_NORTH_04,RETAIL
2026-03-01,1531,APP_GLOVES_058,Apparel,WH_SOUTH_03,RETAIL
2026-03-01,448,APP_CAP_059,Apparel,WH_SOUTH_03,E_COMMERCE
2026-03-01,537,APP_JEANS_060,Apparel,WH_WEST_02,RETAIL
2026-03-01,1767,APP_JACKET_061,Apparel,WH_EAST_01,E_COMMERCE
2026-03-01,599,APP_GLOVES_062,Apparel,WH_WEST_02,WHOLESALE
2026-03-01,1118,APP_TEE_063,Apparel,WH_SOUTH_03,WHOLESALE
2026-03-01,708,APP_SOCKS_064,Apparel,WH_WEST_02,E_COMMERCE
2026-03-01,1333,APP_GLOVES_065,Apparel,WH_NORTH_04,RETAIL
2026-03-01,1644,APP_SOCKS_066,Apparel,WH_NORTH_04,E_COMMERCE
2026-03-01,315,APP_CAP_067,Apparel,WH_EAST_01,RETAIL
2026-03-01,1147,APP_SWEATER_068,Apparel,WH_WEST_02,WHOLESALE
2026-03-01,234,APP_HOODIE_069,Apparel,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-01,893,APP_HOODIE_070,Apparel,WH_SOUTH_03,RETAIL
2026-03-01,148,APP_JEANS_071,Apparel,WH_WEST_02,WHOLESALE
2026-03-01,1798,APP_SNEAKERS_072,Apparel,WH_WEST_02,WHOLESALE
2026-03-01,3818,PHARM_IBUPROFEN_001,Pharmaceuticals,WH_NORTH_04,WHOLESALE
2026-03-01,706,PHARM_IBUPROFEN_002,Pharmaceuticals,WH_WEST_02,RETAIL
2026-03-01,1911,PHARM_BANDAGES_003,Pharmaceuticals,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-01,1305,PHARM_MASKS_004,Pharmaceuticals,WH_EAST_01,WHOLESALE
2026-03-01,445,PHARM_ANTIBIOTIC_005,Pharmaceuticals,WH_EAST_01,E_COMMERCE
2026-03-01,1380,PHARM_IBUPROFEN_006,Pharmaceuticals,WH_SOUTH_03,RETAIL
2026-03-01,1050,PHARM_INSULIN_007,Pharmaceuticals,WH_NORTH_04,WHOLESALE
2026-03-01,2766,PHARM_ASPIRIN_008,Pharmaceuticals,WH_EAST_01,E_COMMERCE
2026-03-01,292,PHARM_VITAMINS_009,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-01,1781,PHARM_MASKS_010,Pharmaceuticals,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,938,PHARM_COUGHSYRUP_011,Pharmaceuticals,WH_NORTH_04,WHOLESALE
2026-03-01,862,PHARM_COUGHSYRUP_012,Pharmaceuticals,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,476,PHARM_ALLERGYPILL_013,Pharmaceuticals,WH_SOUTH_03,E_COMMERCE
2026-03-01,612,PHARM_IBUPROFEN_014,Pharmaceuticals,WH_NORTH_04,RETAIL
2026-03-01,1372,PHARM_ANTIBIOTIC_015,Pharmaceuticals,WH_NORTH_04,E_COMMERCE
2026-03-01,658,PHARM_INSULIN_016,Pharmaceuticals,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-01,8331,PHARM_ASPIRIN_017,Pharmaceuticals,WH_EAST_01,RETAIL
2026-03-01,629,PHARM_COUGHSYRUP_018,Pharmaceuticals,WH_NORTH_04,E_COMMERCE
2026-03-01,2091,PHARM_COUGHSYRUP_019,Pharmaceuticals,WH_NORTH_04,E_COMMERCE
2026-03-01,1006,PHARM_BANDAGES_020,Pharmaceuticals,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-01,2842,PHARM_BANDAGES_021,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-01,601,PHARM_VITAMINS_022,Pharmaceuticals,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-01,2250,PHARM_COUGHSYRUP_023,Pharmaceuticals,WH_SOUTH_03,RETAIL
2026-03-01,4432,PHARM_ASPIRIN_024,Pharmaceuticals,WH_WEST_02,RETAIL
2026-03-01,279,PHARM_ANTIBIOTIC_025,Pharmaceuticals,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-01,933,PHARM_IBUPROFEN_026,Pharmaceuticals,WH_NORTH_04,WHOLESALE
2026-03-01,634,PHARM_ANTISEPTIC_027,Pharmaceuticals,WH_NORTH_04,E_COMMERCE
2026-03-01,3665,PHARM_ASPIRIN_028,Pharmaceuticals,WH_WEST_02,WHOLESALE
2026-03-01,3433,PHARM_MASKS_029,Pharmaceuticals,WH_SOUTH_03,RETAIL
2026-03-01,1483,PHARM_ASPIRIN_030,Pharmaceuticals,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,900,PHARM_BANDAGES_031,Pharmaceuticals,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,2411,PHARM_MASKS_032,Pharmaceuticals,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,486,PHARM_INSULIN_033,Pharmaceuticals,WH_WEST_02,WHOLESALE
2026-03-01,1913,PHARM_ANTISEPTIC_034,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-01,2888,PHARM_VITAMINS_035,Pharmaceuticals,WH_EAST_01,RETAIL
2026-03-01,824,PHARM_ANTIBIOTIC_036,Pharmaceuticals,WH_SOUTH_03,E_COMMERCE
2026-03-01,2427,PHARM_COUGHSYRUP_037,Pharmaceuticals,WH_SOUTH_03,RETAIL
2026-03-01,672,PHARM_ANTIBIOTIC_038,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-01,1485,PHARM_ANTISEPTIC_039,Pharmaceuticals,WH_SOUTH_03,E_COMMERCE
2026-03-01,3196,PHARM_VITAMINS_040,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-01,326,PHARM_INSULIN_041,Pharmaceuticals,WH_WEST_02,E_COMMERCE
2026-03-01,292,PHARM_INSULIN_042,Pharmaceuticals,WH_NORTH_04,E_COMMERCE
2026-03-01,156,PHARM_MASKS_043,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-01,951,PHARM_COUGHSYRUP_044,Pharmaceuticals,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,1223,PHARM_ALLERGYPILL_045,Pharmaceuticals,WH_EAST_01,RETAIL
2026-03-01,1505,PHARM_IBUPROFEN_046,Pharmaceuticals,WH_SOUTH_03,RETAIL
2026-03-01,2050,PHARM_VITAMINS_047,Pharmaceuticals,WH_WEST_02,E_COMMERCE
2026-03-01,1592,PHARM_ANTIBIOTIC_048,Pharmaceuticals,WH_SOUTH_03,E_COMMERCE
2026-03-01,1690,PHARM_ASPIRIN_049,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-01,1540,PHARM_ANTISEPTIC_050,Pharmaceuticals,WH_EAST_01,WHOLESALE
2026-03-01,1146,PHARM_ANTISEPTIC_051,Pharmaceuticals,WH_EAST_01,WHOLESALE
2026-03-01,1703,PHARM_BANDAGES_052,Pharmaceuticals,WH_EAST_01,WHOLESALE
2026-03-01,1276,PHARM_ASPIRIN_053,Pharmaceuticals,WH_WEST_02,RETAIL
2026-03-01,2561,PHARM_INSULIN_054,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-01,2011,PHARM_ASPIRIN_055,Pharmaceuticals,WH_NORTH_04,B2B_DISTRIBUTOR
2026-03-01,1709,PHARM_ASPIRIN_056,Pharmaceuticals,WH_NORTH_04,E_COMMERCE
2026-03-01,1756,PHARM_ASPIRIN_057,Pharmaceuticals,WH_SOUTH_03,WHOLESALE
2026-03-01,530,PHARM_VITAMINS_058,Pharmaceuticals,WH_SOUTH_03,E_COMMERCE
2026-03-01,2199,PHARM_VITAMINS_059,Pharmaceuticals,WH_SOUTH_03,E_COMMERCE
2026-03-01,3837,PHARM_IBUPROFEN_060,Pharmaceuticals,WH_SOUTH_03,RETAIL
2026-03-01,289,PHARM_BANDAGES_061,Pharmaceuticals,WH_NORTH_04,E_COMMERCE
2026-03-01,952,PHARM_ANTIBIOTIC_062,Pharmaceuticals,WH_SOUTH_03,RETAIL
2026-03-01,3065,PHARM_IBUPROFEN_063,Pharmaceuticals,WH_WEST_02,RETAIL
2026-03-01,452,PHARM_INSULIN_064,Pharmaceuticals,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-01,602,PHARM_MASKS_065,Pharmaceuticals,WH_NORTH_04,RETAIL
2026-03-01,1750,PHARM_BANDAGES_066,Pharmaceuticals,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-01,2157,PHARM_ASPIRIN_067,Pharmaceuticals,WH_NORTH_04,WHOLESALE
2026-03-01,3194,PHARM_ASPIRIN_068,Pharmaceuticals,WH_EAST_01,E_COMMERCE
2026-03-01,2640,PHARM_ANTISEPTIC_069,Pharmaceuticals,WH_NORTH_04,RETAIL
2026-03-01,2082,PHARM_MASKS_070,Pharmaceuticals,WH_NORTH_04,E_COMMERCE
2026-03-01,321,PHARM_ASPIRIN_071,Pharmaceuticals,WH_WEST_02,RETAIL
2026-03-01,336,AUT_AIRFILTER_001,Automotive,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,314,AUT_ALTERNATOR_002,Automotive,WH_WEST_02,B2B_DISTRIBUTOR
2026-03-01,182,AUT_SPARKPLUG_003,Automotive,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,289,AUT_SPARKPLUG_004,Automotive,WH_NORTH_04,E_COMMERCE
2026-03-01,193,AUT_OILFILTER_005,Automotive,WH_SOUTH_03,B2B_DISTRIBUTOR
2026-03-01,245,AUT_SPARKPLUG_006,Automotive,WH_WEST_02,WHOLESALE
